national_tmed,national_tmin,national_tmax
14.38845438,9.484790397,19.29591846
13.94297449,7.522089877,20.36111062
15.11551555,9.403003423,20.83918196
16.69713517,13.81184008,19.59609802
15.48019701,12.17933928,18.7706966
13.9823796,9.201508595,18.75429882
14.25783859,7.895903519,20.59691727
15.69646477,10.03800642,21.35903466
15.7493046,13.07939316,18.41326766
14.63200363,11.05351802,18.2235599
13.86431,9.99895061,17.7344049
15.39951372,10.63207938,20.16296173
16.3488499,11.11599966,21.57410627
13.59909268,10.6695042,16.50898564
13.78391651,10.47295936,17.08386685
14.9055665,10.69004447,19.13165385
15.91881826,11.96432325,19.88646537
17.01515859,11.86061015,22.17139809
16.19856058,10.5210578,21.85264403
16.37245824,10.53926623,22.22495755
15.68208276,10.14278977,21.20910237
14.55361717,9.327598823,19.78913265
14.04152407,9.068426893,19.01215032
13.50988203,8.147383293,18.84477727
13.30445557,7.809105291,18.79903264
14.12804879,8.311203384,19.91938266
14.58879338,8.650107238,20.52952714
14.81577662,8.979785372,20.652316
7.049428687,2.375211873,11.72991586
7.474711,2.498421554,12.42796291
10.73093519,5.645134482,15.80000786
12.11200849,7.624281488,16.58804006
11.81221702,7.111482815,16.50182185
10.65066403,4.319880259,16.97266071
10.61954339,4.450336376,16.78751888
11.03073779,5.211078764,16.83598261
11.65402836,5.743022655,17.57936834
12.32730911,6.748195774,17.90258605
11.18415824,7.607887009,14.79357058
12.02861946,7.958128397,16.09552295
11.73389846,7.193301082,16.28468505
10.9112193,6.809609574,15.01456636
10.40445138,6.269907242,14.53847605
11.50966079,7.518501662,15.51337076
13.05092335,8.154964209,17.94076898
13.74196963,8.184683394,19.30732196
13.11654384,7.959413021,18.28781614
13.02215893,7.742960458,18.29370176
10.8213067,5.805209306,15.83244905
10.80658209,5.825452151,15.76085517
10.55746183,5.945588293,15.16629622
10.51785851,6.196881369,14.84308321
10.47126233,5.39786281,15.53554362
11.63689664,7.997601377,15.28634626
10.77571626,6.449171629,15.09040807
10.00321279,5.333560626,14.64506948
11.06049843,7.318815934,14.79048146
11.32781631,7.550811857,15.11169567
11.7203891,9.22647435,14.22853221
8.378611599,4.930864745,11.83500684
7.875101657,4.052219032,11.68746716
12.55310998,9.106505447,16.01681269
12.97177428,9.340479722,16.6003601
10.93280171,7.584751719,14.28774888
8.645217259,4.494203734,12.79613659
8.20728424,2.970314446,13.43801011
9.173854468,4.913728171,13.4188385
7.876133521,4.473030539,11.2729651
8.581071908,4.002296621,13.14952803
7.762018772,3.532037744,11.98056448
8.501249612,3.860336235,13.15728668
9.311350949,4.875843512,13.75086839
11.08609801,7.005262233,15.18094008
12.21285822,7.528120599,16.89481865
11.02768279,6.707418487,15.37263045
10.17138413,5.780848678,14.55526797
9.629069122,5.930351863,13.32632106
9.412519629,6.081760311,12.7513894
12.55099957,7.151340993,17.95403611
11.39034815,6.494786042,16.30489676
10.32506506,5.699944413,14.94417315
8.785776017,3.585403938,13.97219012
9.55660093,3.729913528,15.35892717
10.93375561,6.292584007,15.56826825
11.94300271,8.405954637,15.48010182
12.55279896,9.673995025,15.45035966
12.40182448,9.670741793,15.14171774
12.77626357,9.590302158,15.96636512
7.317098968,3.398535891,11.23892416
5.769458236,0.903746777,10.6123702
4.757710226,-1.085590627,10.5984926
6.817440484,3.006050563,10.63748172
7.383714376,2.325029117,12.43523691
11.76704904,6.222901343,17.33364503
11.32953038,5.919306597,16.69820087
9.69910902,4.765667356,14.64303371
